Id,Sales,Date,Store
21402,0.0,2015-08-23,3
22258,3690.1282938598315,2015-08-22,3
23114,7465.024142478412,2015-08-21,3
23970,7459.775694855249,2015-08-20,3
24826,8053.455308615786,2015-08-19,3
25682,8759.97761865515,2015-08-18,3
26538,9778.315029377265,2015-08-17,3
27394,0.0,2015-08-16,3
28250,3706.932058265365,2015-08-15,3
29106,5805.6914805386905,2015-08-14,3
29962,5918.137277385415,2015-08-13,3
30818,5807.172853319244,2015-08-12,3
31674,5947.620225161566,2015-08-11,3
32530,6289.512520556236,2015-08-10,3
33386,0.0,2015-08-09,3
34242,3951.6525124062086,2015-08-08,3
35098,7751.23738377443,2015-08-07,3
35954,7850.799904723751,2015-08-06,3
36810,7844.197206787731,2015-08-05,3
37666,8453.345709231076,2015-08-04,3
38522,9831.59634399163,2015-08-03,3
39378,0.0,2015-08-02,3
40234,4807.507672222175,2015-08-01,3
3,9278.869465852624,2015-09-17,7
859,8978.668472640496,2015-09-16,7
1715,10949.776527844555,2015-09-15,7
2571,12209.187689443876,2015-09-14,7
3427,0.0,2015-09-13,7
4283,6117.9521507097415,2015-09-12,7
5139,8403.575420734704,2015-09-11,7
5995,8844.494744766112,2015-09-10,7
6851,8556.656772782308,2015-09-09,7
7707,8652.94205411121,2015-09-08,7
8563,9041.134653263169,2015-09-07,7
9419,0.0,2015-09-06,7
10275,6650.805126183253,2015-09-05,7
11131,10165.878749876754,2015-09-04,7
11987,10144.242611350728,2015-09-03,7
12843,10024.928831793923,2015-09-02,7
13699,10995.603019570459,2015-09-01,7
14555,10206.082995646173,2015-08-31,7
15411,0.0,2015-08-30,7
16267,6455.123575394726,2015-08-29,7
17123,8921.094976192895,2015-08-28,7
17979,8638.42629549102,2015-08-27,7
18835,8539.32520575378,2015-08-26,7
19691,8926.772774544064,2015-08-25,7
20547,9799.049431543113,2015-08-24,7
21403,0.0,2015-08-23,7
22259,6250.616965761132,2015-08-22,7
23115,9594.83736071454,2015-08-21,7
23971,9651.032200726704,2015-08-20,7
24827,9798.352459502963,2015-08-19,7
25683,11448.47041907191,2015-08-18,7
26539,13397.509504472255,2015-08-17,7
27395,0.0,2015-08-16,7
28251,7203.513769673232,2015-08-15,7
29107,9260.197389442921,2015-08-14,7
29963,9361.915529408032,2015-08-13,7
30819,9372.907032905543,2015-08-12,7
31675,10353.165310634904,2015-08-11,7
32531,9848.722227183736,2015-08-10,7
33387,0.0,2015-08-09,7
34243,7076.079316315221,2015-08-08,7
35099,10358.290759947753,2015-08-07,7
35955,10671.857614239365,2015-08-06,7
36811,10063.792720486725,2015-08-05,7
37667,13106.460607021218,2015-08-04,7
38523,14178.043759069209,2015-08-03,7
39379,0.0,2015-08-02,7
40235,9154.643551296675,2015-08-01,7
4,7603.241665712063,2015-09-17,8
860,7573.280160825573,2015-09-16,8
1716,7502.68720931391,2015-09-15,8
2572,9346.60422081071,2015-09-14,8
3428,0.0,2015-09-13,8
4284,3607.1998262085,2015-09-12,8
5140,5227.327314856388,2015-09-11,8
5996,5533.589830680098,2015-09-10,8
6852,5259.681805637796,2015-09-09,8
7708,5607.947081947505,2015-09-08,8
8564,6095.312122007514,2015-09-07,8
9420,0.0,2015-09-06,8
10276,3547.5789993750423,2015-09-05,8
11132,6384.009614774659,2015-09-04,8
11988,7776.528492810332,2015-09-03,8
12844,7994.452085250567,2015-09-02,8
13700,7651.414094226204,2015-09-01,8
14556,9809.709026799545,2015-08-31,8
15412,0.0,2015-08-30,8
16268,3449.5833898308274,2015-08-29,8
17124,5568.214395035273,2015-08-28,8
17980,5607.820402149626,2015-08-27,8
18836,5488.0767743481365,2015-08-26,8
19692,5432.175054064546,2015-08-25,8
20548,5291.918898917607,2015-08-24,8
21404,0.0,2015-08-23,8
22260,3164.796210884198,2015-08-22,8
23116,6280.9236696445605,2015-08-21,8
23972,7228.712843448273,2015-08-20,8
24828,7070.291550554724,2015-08-19,8
25684,7023.162327159082,2015-08-18,8
26540,9594.352314161111,2015-08-17,8
27396,0.0,2015-08-16,8
28252,3484.300371884164,2015-08-15,8
29108,5216.286385124105,2015-08-14,8
29964,5618.153410773813,2015-08-13,8
30820,5363.986308781897,2015-08-12,8
31676,5410.8477382294905,2015-08-11,8
32532,5637.403048644784,2015-08-10,8
33388,0.0,2015-08-09,8
34244,3536.8885452370764,2015-08-08,8
35100,6581.190895727687,2015-08-07,8
35956,7101.038433218194,2015-08-06,8
36812,7028.672187909748,2015-08-05,8
37668,7341.027292654155,2015-08-04,8
38524,10082.913087314168,2015-08-03,8
39380,0.0,2015-08-02,8
40236,3476.6566056559427,2015-08-01,8
5,7328.130989782936,2015-09-17,9
861,7440.048605644387,2015-09-16,9
1717,8597.202253347528,2015-09-15,9
2573,11011.507564427273,2015-09-14,9
3429,0.0,2015-09-13,9
4285,5804.763510301142,2015-09-12,9
5141,5996.541414414273,2015-09-11,9
5997,6009.917191876369,2015-09-10,9
6853,5917.890327991252,2015-09-09,9
7709,6339.053067377693,2015-09-08,9
8565,7080.337169361008,2015-09-07,9
9421,0.0,2015-09-06,9
10277,6248.4005627949455,2015-09-05,9
11133,7827.692093879396,2015-09-04,9
11989,7654.886765600792,2015-09-03,9
12845,8352.690452652932,2015-09-02,9
13701,8546.508712224237,2015-09-01,9
14557,11096.218017125895,2015-08-31,9
15413,0.0,2015-08-30,9
16269,5924.036338668426,2015-08-29,9
17125,6142.910854017013,2015-08-28,9
17981,5988.171808143995,2015-08-27,9
18837,6085.550253092686,2015-08-26,9
19693,6104.907078454866,2015-08-25,9
20549,6058.076890743032,2015-08-24,9
21405,0.0,2015-08-23,9
22261,5973.2852892415085,2015-08-22,9
23117,7439.431708953365,2015-08-21,9
23973,7540.5151263258595,2015-08-20,9
24829,7422.884743529744,2015-08-19,9
25685,8699.353564931676,2015-08-18,9
26541,11016.087801748525,2015-08-17,9
27397,0.0,2015-08-16,9
28253,6087.933834845285,2015-08-15,9
29109,6220.992189948168,2015-08-14,9
29965,6165.7517368425815,2015-08-13,9
30821,5822.604402794422,2015-08-12,9
31677,5941.393197016908,2015-08-11,9
32533,6144.713149033093,2015-08-10,9
33389,0.0,2015-08-09,9
34245,6079.3404026603075,2015-08-08,9
35101,7263.743427875799,2015-08-07,9
35957,7401.630122648051,2015-08-06,9
36813,7386.764902714603,2015-08-05,9
37669,8686.866079260417,2015-08-04,9
38525,11673.918734404204,2015-08-03,9
39381,0.0,2015-08-02,9
40237,6301.210185652854,2015-08-01,9
6,5589.7949788324695,2015-09-17,10
862,5743.30907060416,2015-09-16,10
1718,6770.806490283866,2015-09-15,10
2574,7027.890922639737,2015-09-14,10
3430,0.0,2015-09-13,10
4286,4819.298747293445,2015-09-12,10
5142,5908.88657346213,2015-09-11,10
5998,5933.159028268516,2015-09-10,10
6854,5819.186799257919,2015-09-09,10
7710,6050.614132746575,2015-09-08,10
8566,5984.779270126157,2015-09-07,10
9422,0.0,2015-09-06,10
10278,5105.680256049206,2015-09-05,10
11134,5706.0843363077865,2015-09-04,10
11990,5814.357074206482,2015-09-03,10
12846,6311.15084280692,2015-09-02,10
13702,6291.997716363274,2015-09-01,10
14558,7567.344792295225,2015-08-31,10
15414,0.0,2015-08-30,10
16270,4812.262171388288,2015-08-29,10
17126,5557.971973322327,2015-08-28,10
17982,5536.155469327633,2015-08-27,10
18838,5543.755767597582,2015-08-26,10
19694,5650.919288549323,2015-08-25,10
20550,5638.144880425515,2015-08-24,10
21406,0.0,2015-08-23,10
22262,4760.283697720968,2015-08-22,10
23118,5505.003425827555,2015-08-21,10
23974,5308.093675869291,2015-08-20,10
24830,5255.452787190753,2015-08-19,10
25686,6026.385230723685,2015-08-18,10
26542,6853.644835535178,2015-08-17,10
27398,0.0,2015-08-16,10
28254,5019.9389973387615,2015-08-15,10
29110,6272.3410125466935,2015-08-14,10
29966,6288.22180298401,2015-08-13,10
30822,6234.556538587187,2015-08-12,10
31678,6210.296574538332,2015-08-11,10
32534,6055.920443268401,2015-08-10,10
33390,0.0,2015-08-09,10
34246,4728.066803389712,2015-08-08,10
35102,5724.808512000651,2015-08-07,10
35958,5643.0970743162325,2015-08-06,10
36814,5614.190547186775,2015-08-05,10
37670,6284.396337705686,2015-08-04,10
38526,7072.262416800673,2015-08-03,10
39382,0.0,2015-08-02,10
40238,5404.085446221128,2015-08-01,10
7,7862.647549467682,2015-09-17,11
863,8330.019649299351,2015-09-16,11
1719,8525.048295861221,2015-09-15,11
2575,9744.528305979671,2015-09-14,11
3431,0.0,2015-09-13,11
4287,5750.10535754737,2015-09-12,11
5143,6613.247975158932,2015-09-11,11
5999,6800.7781960727725,2015-09-10,11
6855,6910.92989871575,2015-09-09,11
7711,6700.184192034574,2015-09-08,11
8567,7050.144722392004,2015-09-07,11
9423,0.0,2015-09-06,11
10279,6356.9183281759315,2015-09-05,11
11135,7868.009265735689,2015-09-04,11
11991,8174.696977045886,2015-09-03,11
12847,9054.440865970611,2015-09-02,11
13703,8902.639285753292,2015-09-01,11
14559,10075.494703786999,2015-08-31,11
15415,0.0,2015-08-30,11
16271,6308.838611040514,2015-08-29,11
17127,7807.866595558294,2015-08-28,11
17983,6992.542282781658,2015-08-27,11
18839,7167.548406470821,2015-08-26,11
19695,7326.693211891321,2015-08-25,11
20551,6909.167205897245,2015-08-24,11
21407,0.0,2015-08-23,11
22263,5132.088235514805,2015-08-22,11
23119,7794.941643111522,2015-08-21,11
23975,7535.469450993498,2015-08-20,11
24831,8493.70405392058,2015-08-19,11
25687,8275.924631244568,2015-08-18,11
26543,9295.733540985604,2015-08-17,11
27399,0.0,2015-08-16,11
28255,5424.8578758527865,2015-08-15,11
29111,6843.685118366559,2015-08-14,11
29967,7042.163296644183,2015-08-13,11
30823,7034.803280475461,2015-08-12,11
31679,7087.018745753882,2015-08-11,11
32535,7271.762705383241,2015-08-10,11
33391,0.0,2015-08-09,11
34247,5450.520390376201,2015-08-08,11
35103,7845.9143720021375,2015-08-07,11
35959,7822.332258196668,2015-08-06,11
36815,8589.316706058178,2015-08-05,11
37671,8649.96973283773,2015-08-04,11
38527,10440.625189727118,2015-08-03,11
39383,0.0,2015-08-02,11
40239,6008.800564402793,2015-08-01,11
8,8227.381013700375,2015-09-17,12
864,8744.548653920505,2015-09-16,12
1720,8891.208192573276,2015-09-15,12
2576,11079.95261278282,2015-09-14,12
3432,0.0,2015-09-13,12
4288,5827.981432523213,2015-09-12,12
5144,6273.519195593809,2015-09-11,12
6000,5792.664291438614,2015-09-10,12
6856,5843.637576665702,2015-09-09,12
7712,5648.977979084077,2015-09-08,12
8568,5825.285814536562,2015-09-07,12
9424,0.0,2015-09-06,12
10280,5606.074699912611,2015-09-05,12
11136,8079.300242001588,2015-09-04,12
11992,8213.602015150282,2015-09-03,12
12848,8917.210976476772,2015-09-02,12
13704,8077.568373260471,2015-09-01,12
14560,13637.083079608226,2015-08-31,12
15416,0.0,2015-08-30,12
16272,6669.685137667146,2015-08-29,12
17128,6703.23681924416,2015-08-28,12
17984,6508.474336813647,2015-08-27,12
18840,6134.74618565944,2015-08-26,12
19696,6009.802051373779,2015-08-25,12
20552,5838.596309138631,2015-08-24,12
21408,0.0,2015-08-23,12
22264,6155.822981356347,2015-08-22,12
23120,7952.731076437308,2015-08-21,12
23976,8127.779100047925,2015-08-20,12
24832,9181.961550890133,2015-08-19,12
25688,8755.759599747536,2015-08-18,12
26544,10428.49483561847,2015-08-17,12
27400,0.0,2015-08-16,12
28256,5882.687423774536,2015-08-15,12
29112,6188.422645929451,2015-08-14,12
29968,6044.901867187049,2015-08-13,12
30824,5979.26727606114,2015-08-12,12
31680,5954.4391500360625,2015-08-11,12
32536,5977.402993609253,2015-08-10,12
33392,0.0,2015-08-09,12
34248,6276.857190588204,2015-08-08,12
35104,8288.986708476215,2015-08-07,12
35960,8251.1975691778,2015-08-06,12
36816,9200.633823474285,2015-08-05,12
37672,8731.647534125865,2015-08-04,12
38528,11333.203023054113,2015-08-03,12
39384,0.0,2015-08-02,12
40240,6306.04139769637,2015-08-01,12
9,5909.595255483372,2015-09-17,13
865,7376.862357685388,2015-09-16,13
1721,7824.403743471819,2015-09-15,13
2577,7958.2197217265675,2015-09-14,13
3433,0.0,2015-09-13,13
4289,4206.1739723684805,2015-09-12,13
5145,3813.7142000063177,2015-09-11,13
6001,3577.0096684104856,2015-09-10,13
6857,3498.3662158245793,2015-09-09,13
7713,3463.190343125575,2015-09-08,13
8569,3579.223780137344,2015-09-07,13
9425,0.0,2015-09-06,13
10281,4088.3923489071494,2015-09-05,13
11137,6301.562240677492,2015-09-04,13
11993,6019.003365135552,2015-09-03,13
12849,6685.07727366224,2015-09-02,13
13705,6467.795766200791,2015-09-01,13
14561,7922.568007189449,2015-08-31,13
15417,0.0,2015-08-30,13
16273,4662.895309996768,2015-08-29,13
17129,3976.0400227410983,2015-08-28,13
17985,3644.231175346846,2015-08-27,13
18841,3310.2839707030053,2015-08-26,13
19697,3329.296247149433,2015-08-25,13
20553,3390.400209124986,2015-08-24,13
21409,0.0,2015-08-23,13
22265,4227.720761889329,2015-08-22,13
23121,6639.171045178797,2015-08-21,13
23977,6054.019051394946,2015-08-20,13
24833,6826.26812394558,2015-08-19,13
25689,6645.910144765741,2015-08-18,13
26545,7813.27914187883,2015-08-17,13
27401,0.0,2015-08-16,13
28257,0.0,2015-08-15,13
29113,3749.720387506012,2015-08-14,13
29969,3563.89539211237,2015-08-13,13
30825,3366.6926949477356,2015-08-12,13
31681,3326.620060744533,2015-08-11,13
32537,3324.5155017896914,2015-08-10,13
33393,0.0,2015-08-09,13
34249,0.0,2015-08-08,13
35105,6082.471902270532,2015-08-07,13
35961,5838.6752251722755,2015-08-06,13
36817,6346.935400516324,2015-08-05,13
37673,6027.2006811992105,2015-08-04,13
38529,8150.989492756023,2015-08-03,13
39385,0.0,2015-08-02,13
40241,4439.246196615567,2015-08-01,13
10,5497.192105260353,2015-09-17,14
866,5582.586703102974,2015-09-16,14
1722,6289.900353361006,2015-09-15,14
2578,7779.633798131438,2015-09-14,14
3434,0.0,2015-09-13,14
4290,3306.7545375518066,2015-09-12,14
5146,4670.528842381035,2015-09-11,14
6002,4704.62366221052,2015-09-10,14
6858,4601.855332801924,2015-09-09,14
7714,4666.127887989355,2015-09-08,14
8570,5398.827861589958,2015-09-07,14
9426,0.0,2015-09-06,14
10282,3773.3197246759287,2015-09-05,14
11138,6164.079113973724,2015-09-04,14
11994,6128.287006614344,2015-09-03,14
12850,6130.197878787077,2015-09-02,14
13706,6869.361158634659,2015-09-01,14
14562,11181.343331959717,2015-08-31,14
15418,0.0,2015-08-30,14
16274,3564.6067873585407,2015-08-29,14
17130,4706.424513595233,2015-08-28,14
17986,4521.398539924918,2015-08-27,14
18842,4534.890199605901,2015-08-26,14
19698,4463.618888304374,2015-08-25,14
20554,4877.403906319576,2015-08-24,14
21410,0.0,2015-08-23,14
22266,3332.375003199597,2015-08-22,14
23122,6109.660269920465,2015-08-21,14
23978,5734.92338381463,2015-08-20,14
24834,5691.846417794408,2015-08-19,14
25690,6321.667676358845,2015-08-18,14
26546,7358.299422174613,2015-08-17,14
27402,0.0,2015-08-16,14
28258,3339.1351389517595,2015-08-15,14
29114,4717.585555602173,2015-08-14,14
29970,4671.239380515501,2015-08-13,14
30826,4618.53146817053,2015-08-12,14
31682,4687.657863029161,2015-08-11,14
32538,5256.853444698443,2015-08-10,14
33394,0.0,2015-08-09,14
34250,3447.3379867255344,2015-08-08,14
35106,5821.132209472053,2015-08-07,14
35962,5991.016432724825,2015-08-06,14
36818,6119.423075841733,2015-08-05,14
37674,6577.276141118253,2015-08-04,14
38530,7209.340377378404,2015-08-03,14
39386,0.0,2015-08-02,14
40242,4107.068194196823,2015-08-01,14
11,6666.444218105415,2015-09-17,15
867,7080.516123180129,2015-09-16,15
1723,7092.881092518379,2015-09-15,15
2579,9236.003828786874,2015-09-14,15
3435,0.0,2015-09-13,15
4291,5711.764907465816,2015-09-12,15
5147,6040.929535706153,2015-09-11,15
6003,5567.916525639793,2015-09-10,15
6859,5515.814493626106,2015-09-09,15
7715,5668.3936963514025,2015-09-08,15
8571,5490.265622231643,2015-09-07,15
9427,0.0,2015-09-06,15
10283,5613.299289042777,2015-09-05,15
11139,6990.4408143761675,2015-09-04,15
11995,7166.726647278163,2015-09-03,15
12851,7637.358414360531,2015-09-02,15
13707,7673.014408332278,2015-09-01,15
14563,13200.027697045896,2015-08-31,15
15419,0.0,2015-08-30,15
16275,6387.285814893417,2015-08-29,15
17131,6786.057714479051,2015-08-28,15
17987,5865.10364288817,2015-08-27,15
18843,5604.344512078223,2015-08-26,15
19699,5254.48024544757,2015-08-25,15
20555,5982.037144131125,2015-08-24,15
21411,0.0,2015-08-23,15
22267,5915.021412236521,2015-08-22,15
23123,7252.965992408235,2015-08-21,15
23979,7552.723943613096,2015-08-20,15
24835,7495.862993368658,2015-08-19,15
25691,7498.94733010707,2015-08-18,15
26547,9395.961992624374,2015-08-17,15
27403,0.0,2015-08-16,15
28259,5966.478601965182,2015-08-15,15
29115,5583.128740388483,2015-08-14,15
29971,5761.870839976185,2015-08-13,15
30827,5812.833547319715,2015-08-12,15
31683,5657.167909724374,2015-08-11,15
32539,5780.88525438818,2015-08-10,15
33395,0.0,2015-08-09,15
34251,6077.392217771146,2015-08-08,15
35107,7800.406217238699,2015-08-07,15
35963,7936.283968852904,2015-08-06,15
36819,7643.981674152482,2015-08-05,15
37675,7575.465967472934,2015-08-04,15
38531,9388.3317004944,2015-08-03,15
39387,0.0,2015-08-02,15
40243,6352.324392116898,2015-08-01,15
12,7934.022687887309,2015-09-17,16
868,8636.541865452207,2015-09-16,16
1724,8832.364053128023,2015-09-15,16
2580,10197.60701527115,2015-09-14,16
3436,0.0,2015-09-13,16
4292,5481.286497873571,2015-09-12,16
5148,6641.217567051315,2015-09-11,16
6004,7097.070286521599,2015-09-10,16
6860,7008.757167138846,2015-09-09,16
7716,7118.140608621082,2015-09-08,16
8572,7367.393830950184,2015-09-07,16
9428,0.0,2015-09-06,16
10284,5206.3440095530195,2015-09-05,16
11140,7884.526778544561,2015-09-04,16
11996,8148.775215508094,2015-09-03,16
12852,8246.373471831635,2015-09-02,16
13708,8274.620324761658,2015-09-01,16
14564,11357.520399251409,2015-08-31,16
15420,0.0,2015-08-30,16
16276,5547.2758491530285,2015-08-29,16
17132,6450.790354363788,2015-08-28,16
17988,6449.7988528460655,2015-08-27,16
18844,6417.860060520328,2015-08-26,16
19700,6717.4046892556935,2015-08-25,16
20556,7176.155889761498,2015-08-24,16
21412,0.0,2015-08-23,16
22268,5601.145200713941,2015-08-22,16
23124,7747.116412878004,2015-08-21,16
23980,7858.84579704804,2015-08-20,16
24836,8356.528392120616,2015-08-19,16
25692,8391.40573563829,2015-08-18,16
26548,10505.296966812513,2015-08-17,16
27404,0.0,2015-08-16,16
28260,5813.525857281121,2015-08-15,16
29116,6335.005065598099,2015-08-14,16
29972,6844.574874686677,2015-08-13,16
30828,6973.002216913792,2015-08-12,16
31684,7140.237758158009,2015-08-11,16
32540,7361.031181495201,2015-08-10,16
33396,0.0,2015-08-09,16
34252,5862.174229790568,2015-08-08,16
35108,8128.161776124118,2015-08-07,16
35964,8121.431457236628,2015-08-06,16
36820,9163.276380907731,2015-08-05,16
37676,9390.181141044735,2015-08-04,16
38532,10926.780003547185,2015-08-03,16
39388,0.0,2015-08-02,16
40244,6404.49286509206,2015-08-01,16
13,7003.609768657921,2015-09-17,19
869,7012.742369469985,2015-09-16,19
1725,7699.660153155372,2015-09-15,19
2581,9866.671385897162,2015-09-14,19
3437,0.0,2015-09-13,19
4293,4437.647564841041,2015-09-12,19
5149,5852.439057934378,2015-09-11,19
6005,5507.144311913949,2015-09-10,19
6861,5683.186596735858,2015-09-09,19
7717,5882.237141251302,2015-09-08,19
8573,6311.401118346328,2015-09-07,19
9429,0.0,2015-09-06,19
10285,4253.530886929859,2015-09-05,19
11141,8357.480832971296,2015-09-04,19
11997,8103.599011310553,2015-09-03,19
12853,8379.780162216686,2015-09-02,19
13709,8512.713395700235,2015-09-01,19
14565,10246.591986185816,2015-08-31,19
15421,0.0,2015-08-30,19
16277,4680.842095270723,2015-08-29,19
17133,7252.3200314286105,2015-08-28,19
17989,5818.252843347229,2015-08-27,19
18845,5816.84601230987,2015-08-26,19
19701,5834.151192658035,2015-08-25,19
20557,5872.160379305051,2015-08-24,19
21413,0.0,2015-08-23,19
22269,4271.791090427118,2015-08-22,19
23125,7602.9155175281585,2015-08-21,19
23981,7446.886985979605,2015-08-20,19
24837,7492.143362387939,2015-08-19,19
25693,8035.917011005256,2015-08-18,19
26549,9958.47685622899,2015-08-17,19
27405,0.0,2015-08-16,19
28261,4482.1970478976045,2015-08-15,19
29117,6178.945331465013,2015-08-14,19
29973,6137.958217202826,2015-08-13,19
30829,5690.27920220077,2015-08-12,19
31685,5549.548037958337,2015-08-11,19
32541,5856.362979611527,2015-08-10,19
33397,0.0,2015-08-09,19
34253,4536.968504955714,2015-08-08,19
35109,7468.403687391278,2015-08-07,19
35965,7298.94543363234,2015-08-06,19
36821,7533.480641072767,2015-08-05,19
37677,7806.837959164619,2015-08-04,19
38533,10570.234214269884,2015-08-03,19
39389,0.0,2015-08-02,19
40245,4552.58889238068,2015-08-01,19
14,9283.657440227895,2015-09-17,20
870,9040.23199814808,2015-09-16,20
1726,9419.3876211043,2015-09-15,20
2582,10563.651357807234,2015-09-14,20
3438,0.0,2015-09-13,20
4294,5575.087759224138,2015-09-12,20
5150,7670.672949638386,2015-09-11,20
6006,8648.250861703322,2015-09-10,20
6862,8483.922805709652,2015-09-09,20
7718,8329.334588316906,2015-09-08,20
8574,8607.26984553713,2015-09-07,20
9430,0.0,2015-09-06,20
10286,5557.4553932787085,2015-09-05,20
11142,8474.804438490797,2015-09-04,20
11998,9987.98997833237,2015-09-03,20
12854,10166.168319433229,2015-09-02,20
13710,10141.363634253936,2015-09-01,20
14566,10891.35879652838,2015-08-31,20
15422,0.0,2015-08-30,20
16278,6680.981894140913,2015-08-29,20
17134,7788.907400518322,2015-08-28,20
17990,8632.185623067042,2015-08-27,20
18846,8370.363254797807,2015-08-26,20
19702,8404.864404369973,2015-08-25,20
20558,8447.606245254347,2015-08-24,20
21414,0.0,2015-08-23,20
22270,5597.2246085739935,2015-08-22,20
23126,8690.823208578706,2015-08-21,20
23982,9722.724185863404,2015-08-20,20
24838,9611.735779307135,2015-08-19,20
25694,9645.156866339039,2015-08-18,20
26550,10661.362671633942,2015-08-17,20
27406,0.0,2015-08-16,20
28262,0.0,2015-08-15,20
29118,7636.841255532418,2015-08-14,20
29974,8888.149316379047,2015-08-13,20
30830,8631.438205312434,2015-08-12,20
31686,8765.654997894686,2015-08-11,20
32542,8850.413339194656,2015-08-10,20
33398,0.0,2015-08-09,20
34254,5725.966129911918,2015-08-08,20
35110,8771.17985025479,2015-08-07,20
35966,9996.99144645441,2015-08-06,20
36822,9863.949453268882,2015-08-05,20
37678,10020.964259094344,2015-08-04,20
38534,10384.128728970934,2015-08-03,20
39390,0.0,2015-08-02,20
40246,6312.789542404028,2015-08-01,20
15,5465.617839907916,2015-09-17,21
871,5746.936839561844,2015-09-16,21
1727,6652.191591962691,2015-09-15,21
2583,8782.82738565696,2015-09-14,21
3439,0.0,2015-09-13,21
4295,5385.979472652231,2015-09-12,21
5151,5168.135850676791,2015-09-11,21
6007,3793.009326913309,2015-09-10,21
6863,3821.050089780978,2015-09-09,21
7719,3637.920953257449,2015-09-08,21
8575,4138.049212278749,2015-09-07,21
9431,0.0,2015-09-06,21
10287,5726.681855231269,2015-09-05,21
11143,5845.687357508101,2015-09-04,21
11999,5746.261832544047,2015-09-03,21
12855,5710.377836892731,2015-09-02,21
13711,6346.4567393320385,2015-09-01,21
14567,12477.711429345563,2015-08-31,21
15423,0.0,2015-08-30,21
16279,5625.077959162066,2015-08-29,21
17135,4453.491497896697,2015-08-28,21
17991,3790.733488157923,2015-08-27,21
18847,3771.438057762842,2015-08-26,21
19703,3574.220499704916,2015-08-25,21
20559,3867.4560037345695,2015-08-24,21
21415,0.0,2015-08-23,21
22271,5084.29639050659,2015-08-22,21
23127,6129.950301773714,2015-08-21,21
23983,6033.265600185137,2015-08-20,21
24839,6400.913741755279,2015-08-19,21
25695,6876.169476875543,2015-08-18,21
26551,8971.791771852117,2015-08-17,21
27407,0.0,2015-08-16,21
28263,5255.331022208606,2015-08-15,21
29119,4684.307540964563,2015-08-14,21
29975,3927.50443446761,2015-08-13,21
30831,3797.7026658461195,2015-08-12,21
31687,3797.656222219988,2015-08-11,21
32543,4310.573269536407,2015-08-10,21
33399,0.0,2015-08-09,21
34255,5458.292575595443,2015-08-08,21
35111,6262.643297398534,2015-08-07,21
35967,6485.379630181853,2015-08-06,21
36823,6068.734917233127,2015-08-05,21
37679,6716.944096264773,2015-08-04,21
